time,depth1,depth2,depth3,depth4,depth5,depth6,depth7,depth8
02.01.2022 09:50:00,22.90155291,22.90155291,19.37487017,17.21430364,16.42656827,16.00386625,15.63614618,15.3011148
02.01.2022 10:00:00,22.75749387,22.75749387,19.4036048,17.23495888,16.43105384,16.00443549,15.63664866,15.30157373
02.01.2022 10:10:00,22.60826747,22.60826747,19.43025004,17.25564039,16.43574161,16.00505327,15.63714775,15.30203002
02.01.2022 10:20:00,22.45417245,22.45417245,19.45476956,17.27631861,16.44062837,16.00572154,15.63764418,15.30248366
02.01.2022 10:30:00,22.29551666,22.29551666,19.47713102,17.29696402,16.44571055,16.00644216,15.6381387,15.30293467
02.01.2022 10:40:00,22.1326164,22.1326164,19.49730615,17.31754717,16.45098423,16.00721691,15.63863206,15.30338305
02.01.2022 10:50:00,21.96579589,21.96579589,19.51527077,17.33803873,16.45644516,16.00804749,15.63912502,15.30382884
02.01.2022 11:00:00,21.79538659,21.79538659,19.53100486,17.35840954,16.46208874,16.00893552,15.63961837,15.30427206
02.01.2022 11:10:00,21.62172661,21.62172661,19.5444926,17.37863072,16.46791006,16.00988249,15.64011289,15.30471278
02.01.2022 11:20:00,21.44516006,21.44516006,19.55572236,17.39867363,16.47390388,16.01088984,15.64060936,15.30515104
02.01.2022 11:30:00,21.26603637,21.26603637,19.56468677,17.41851001,16.48006468,16.01195888,15.6411086,15.30558691
02.01.2022 11:40:00,21.08470965,21.08470965,19.57138272,17.43811199,16.48638661,16.01309085,15.6416114,15.30602048
02.01.2022 11:50:00,20.90153803,20.90153803,19.57581134,17.45745215,16.49286357,16.01428685,15.64211856,15.30645181
02.01.2022 12:00:00,20.71688291,20.71688291,19.57797802,17.47650356,16.49948916,16.0155479,15.6426309,15.30688102
02.01.2022 12:10:00,20.53110835,20.53110835,19.5778924,17.49523986,16.50625673,16.01687492,15.64314921,15.30730821
02.01.2022 12:20:00,20.34458034,20.34458034,19.57556833,17.5136353,16.51315938,16.0182687,15.64367431,15.30773349
02.01.2022 12:30:00,20.15766609,20.15766609,19.57102389,17.53166474,16.52018997,16.01972992,15.644207,15.30815699
02.01.2022 12:40:00,19.97073337,19.97073337,19.56428127,17.54930379,16.52734114,16.02125918,15.64474807,15.30857883
02.01.2022 12:50:00,19.78414977,19.78414977,19.55536683,17.56652876,16.53460532,16.02285693,15.64529832,15.30899917
